,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,-0.034029373997136125,0.1207079934446435,0.09173296940954112,0.11991835111065913,0.142744591361598,-0.05358087545947027,0.1802899147334852,0.0313329147665124,0.15348975909383678,0.10218567126675654,0.13628595126302623,0.12444946640416193,0.15057413829000377,0.12716120952054072,-0.080501178377553,-0.05261608487681341,-0.14580691801874257,0.030630831655703072,-0.24503583657114125,0.09449261897488642,-0.28130231248705007,0.11169213527127314,-0.2859937642749987,0.11258793347760249,0.03279190314443492,-0.12473383075312566,0.015794029361323347,-0.11115431315020513,0.04925911677511119,-0.11166870123461675,0.009625485068873396,-0.1342768026025672,0.051589241153315535,-0.1352904093892951,-0.013983437889500627,-0.12495675212458562,0.07247572196157359,-0.1268813563020606
1,-0.029278298741892805,0.12243242561817169,0.09978405582277394,0.1252252608537674,0.1530378256973467,-0.06194894015789032,0.1873807703193865,0.03344126045703888,0.16454450237123586,0.11762745678424835,0.15525684701768971,0.14359231293201447,0.1695141588386736,0.14370299875736237,-0.07941510332258128,-0.05824826657772064,-0.15828441632421397,0.02704678475856781,-0.26577072394521617,0.10412009060382843,-0.29896350753934764,0.12416036427021027,-0.3079383875194349,0.1231212168931961,0.028114119642659197,-0.13468556106090546,0.009450474852009783,-0.11932940781116486,0.0495420490440569,-0.12094135582447052,0.004653850668354997,-0.14504706859588623,0.053442934626027117,-0.1467684805393219,-0.011986335641459456,-0.13741354644298553,0.07691518413393117,-0.1400875449180603
2,-0.034434087182346196,0.12861234498651403,0.10267572889202514,0.1306052560869016,0.1563567448603479,-0.06650733398763758,0.18641959915035644,0.04653332186372655,0.17729144582622924,0.12664083195360082,0.16733931789272705,0.14971003485353368,0.18174134979122558,0.15110317421586889,-0.08365718236095032,-0.06588670062391383,-0.16749346962100586,0.02816781950624364,-0.27722696175700745,0.12991837216051,-0.30594276597625336,0.13762787533433812,-0.3148153494847449,0.14142379713685888,0.029053204153713375,-0.15027285563318354,0.010312728975948482,-0.13494982766477687,0.04968457708233276,-0.13516042577592952,0.005971603487667232,-0.15904083299009425,0.053538255785640865,-0.15967763411371333,-0.012947506810489506,-0.1479148809847079,0.07613276729458252,-0.15093233632413966
3,-0.036715153800813805,0.13037316893276413,0.10285579766097819,0.1314786562794133,0.15496724451843058,-0.06465537453952591,0.18633842076125895,0.04594318960842331,0.17929833735290324,0.12423353289303024,0.1697483619577006,0.15093501304325302,0.18568455780807291,0.15209307168659408,-0.0880055168741628,-0.06481788660350601,-0.1664008537405416,0.028856713520853117,-0.275716308700411,0.1218997726314946,-0.30154002104934896,0.13236253355678756,-0.31133349631962026,0.13392641042408188,0.02887677754226481,-0.1470180114633159,0.008610423458249916,-0.13167148436370651,0.04843538607421671,-0.1321486344462947,0.0031384786492899552,-0.1570512762195186,0.0529917439347819,-0.15746609474483292,-0.01593673621353353,-0.14736225808921616,0.07470255698028361,-0.14991104210677902
4,-0.0363763429616627,0.13242476943292114,0.10252322178137929,0.13283750179566833,0.15354855280173452,-0.06415316697798279,0.18540282469046743,0.04798900845803711,0.1780082128549877,0.12400594118394348,0.17017032127631337,0.15166854623116943,0.18565054159415395,0.1525548672989795,-0.08991353292214244,-0.06506562468252686,-0.16746912975060313,0.02962967518128845,-0.2726667382215199,0.11993503335275146,-0.298855365106934,0.13135462764062378,-0.308240712473267,0.13189553979196045,0.02891911487830312,-0.1476901495142987,0.008535101225501607,-0.13093252715311554,0.04823477487815053,-0.13182486829004791,0.002858593275672505,-0.15729587015352753,0.05265624742758901,-0.15827808019362,-0.016857311913841655,-0.1488602482958844,0.07387162666571767,-0.15019497510633972
5,-0.03571865589995138,0.13059840547411067,0.10282080738168009,0.1309790407356463,0.15377103654961832,-0.06436963928373235,0.18599104253869303,0.04744289266435725,0.17920421926598795,0.12246585833398921,0.17090910045724161,0.15127385603754145,0.1871638831339384,0.15201796042291743,-0.09028450281996481,-0.06416927827031987,-0.1664878788747286,0.030006060474797314,-0.27137375505347006,0.11385420905916316,-0.2968599859036898,0.13111306177942378,-0.3062635126866793,0.13103149282304866,0.026455276890804846,-0.14543353570135015,0.006892376824429114,-0.12916540158422368,0.045790129586269934,-0.1297912205520429,0.00048302976708658463,-0.15612759245069402,0.05157893268685587,-0.15646026087434667,-0.01721388728995077,-0.14722198796899694,0.07314234344582804,-0.14804392111928838
6,-0.03791837158956024,0.12851482080785853,0.10575790938578156,0.1290661339697085,0.15456153687677887,-0.06527010155351537,0.18664022025309113,0.043836796754284924,0.18084450301371124,0.12271859692899806,0.1732692294999173,0.15270819711057765,0.19008352097712067,0.15379270362226588,-0.09103537860669586,-0.06435803127916234,-0.16602138939656708,0.032038385146542614,-0.27055750551976654,0.11154221939413173,-0.2972790724352786,0.13206692981092555,-0.3061983114794681,0.13217767524091822,0.025472002594094545,-0.14499676776559728,0.006118255226235658,-0.1287976856294431,0.0443360978051236,-0.12958087576063054,-0.0001975721434542832,-0.15552618158491033,0.04932327803812531,-0.15599679005773442,-0.018552703292746275,-0.14644465399415868,0.07135375079355744,-0.14749137116105931
7,-0.04074191262847504,0.11361956282665853,0.09016353676193634,0.11753320380261068,0.14526320288055816,-0.0511619778055894,0.1811253506886331,0.0258772341828597,0.156722195838627,0.08863264008572225,0.1355701763378946,0.11197280570080403,0.15317071268433013,0.11385607405712728,-0.0706109624159964,-0.05555969790408488,-0.14223881771689972,0.020195153198744098,-0.2459768574488791,0.08257686778118734,-0.2787396233332785,0.10186037107517842,-0.27905198147422394,0.10170194192936544,0.02447027752273956,-0.11029908374736186,0.009442516063388973,-0.09923634246775981,0.04115135261886993,-0.09752929524371501,0.008301265929874568,-0.11963272408435222,0.04774267265671173,-0.11842069343516703,-0.008890084530177922,-0.11429214791247722,0.07312697956436554,-0.11169389203975078
8,-0.042779450353823245,0.11649417092925624,0.07871639257983154,0.12045340945846156,0.141504461828031,-0.05036924073570653,0.1787397814424414,0.02435146978026942,0.14358442551211303,0.08579512646323756,0.11778562790469116,0.10560309102660731,0.13572006947115844,0.10885845830566004,-0.06823552125378662,-0.05370063373917028,-0.1369982110826593,0.021130643392864024,-0.2405322241155725,0.07903426101333216,-0.27500468963070923,0.09644853284484461,-0.276025359567843,0.0972509901774557,0.0328960371644873,-0.10753724763267919,0.018388087812222897,-0.09618646690720006,0.04430639273241943,-0.09430546352737829,0.01770501858309692,-0.11743474790924474,0.05429422384814209,-0.11632714459770604,-0.0010908293096643096,-0.11159182379120275,0.07702576643542236,-0.1079673845517008
9,-0.04006652612435191,0.11356808480463532,0.0785061262155834,0.11670662697992829,0.1408365510011974,-0.049505931766409605,0.18268312435401113,0.02661855754099396,0.14255906563056142,0.08647148546419647,0.11636497001898916,0.10489656266413239,0.13387967567694814,0.10992129382334259,-0.06704615134941905,-0.05221472445287201,-0.1404257573579487,0.02541361984453705,-0.24007491845833628,0.08364387091837433,-0.2726490058396992,0.09816952285013703,-0.275924519488686,0.09868391093454865,0.031045748999244283,-0.10897494617261383,0.017046286871558736,-0.09622953596868011,0.04409290771735341,-0.095412624509711,0.016318931391364644,-0.11878396335401031,0.05401505451453359,-0.11784626308240387,0.0010312936807933548,-0.11386255684651825,0.07780714254630239,-0.11126298967160675
10,-0.036020697731720785,0.11379241315942062,0.08089351497198405,0.11614220707040085,0.14133864484335246,-0.04977724583525406,0.18176865420843424,0.02884059517007126,0.1405416711380607,0.09002619354348435,0.11346155248190226,0.10750817625146164,0.13013273320699992,0.11258673040490402,-0.0678371802756661,-0.05178973706145035,-0.14003542222474752,0.02893795935731186,-0.24153509892915426,0.08517467348199143,-0.2733316735217446,0.10011982290368332,-0.2774796501586312,0.10050719349007858,0.03436308942343058,-0.11189386876005875,0.018522201400054117,-0.09941948087591873,0.04703759990240397,-0.09852860005278335,0.017248271327269693,-0.1221532288350557,0.05482691369558634,-0.12073469789404617,-0.00084072508310018,-0.115906066016147,0.07694560132528605,-0.11343303950209366
11,-0.03615384352834605,0.11748085288625015,0.08295948254434682,0.11837864784817947,0.14043200957147695,-0.05255945654291855,0.18036783682672597,0.034361281677296296,0.14475322710840322,0.10044548778157486,0.12375129210321523,0.1208362069569136,0.13734240280954457,0.12381038932423843,-0.07175122750432872,-0.05067809553522812,-0.1418310011688032,0.03269118933301224,-0.24297486794622325,0.09084303049664749,-0.2756539787116804,0.10684759287457718,-0.2801502252879896,0.10715229181866898,0.03359646546213246,-0.12227775783915268,0.01707977997629262,-0.1075687024154161,0.04793615090219594,-0.10826342435259567,0.014596292847081194,-0.13167586059946762,0.05486465441553212,-0.13126800091643082,-0.004151394492701521,-0.1245389047421907,0.0749869440731249,-0.12401676805395828
12,-0.03841323915280792,0.10917104231683833,0.0791370147152951,0.11139977919427974,0.1359345787449887,-0.04973812950284856,0.17882858452044037,0.026456603878422802,0.13817857441149262,0.09259308325616938,0.11521791156969574,0.11136514889566523,0.12958310779772308,0.11434633480875117,-0.06927124920644256,-0.04981576455266851,-0.14273629847325775,0.026666591041966503,-0.24185468021192047,0.08217738019792659,-0.2742637521342227,0.0981029366192065,-0.27724738183774444,0.0987362955745898,0.037384855119805604,-0.1105426157775678,0.021928834287743837,-0.09963055503995794,0.049491035310845644,-0.09768684757383245,0.02090554174623993,-0.12012897980840581,0.05799620088778046,-0.11806677830846685,0.0021160119458248916,-0.11439712894590276,0.0770843499585202,-0.11100839627416509
13,-0.039131101809049884,0.11271294480875921,0.08146006182620402,0.11417597061709356,0.13801175669619914,-0.05321500175877619,0.17855406121203776,0.035145695272244926,0.1435534389395463,0.10471951490954351,0.1250830324072587,0.12513026124552679,0.13896692112872477,0.12717085606173467,-0.0726316241841567,-0.050477718052111153,-0.14432137890865926,0.030693854156293388,-0.24317338748982076,0.09230267530993413,-0.2760261265855086,0.10659828311518621,-0.2804067103486312,0.10712307221011114,0.03533810690829631,-0.12326357239171076,0.01982891873309489,-0.10810295217915583,0.049356106080507,-0.10913390391751338,0.016746941365693768,-0.13111466639920283,0.05591506079623576,-0.13108598166390467,-0.0020455686669600404,-0.12495317035599757,0.07492149189898845,-0.12442616098805476
